Loss,AUC,F1-Score,PR-AUC
0.6876291036605835,0.6277942061424255,0.6116862893104553,0.6551723480224609
0.6351557374000549,0.6687917113304138,0.639761745929718,0.6872162222862244
0.591755747795105,0.694195032119751,0.6502292156219482,0.7124287486076355
0.5563978552818298,0.7135622501373291,0.655977189540863,0.7322437763214111
0.5281678438186646,0.7288549542427063,0.6644536256790161,0.7471340298652649
0.5054618716239929,0.7405502796173096,0.6809958815574646,0.7577216625213623
0.4870206117630005,0.7495628595352173,0.6928302049636841,0.7653140425682068
0.47191178798675537,0.7567645311355591,0.7012284398078918,0.7710458636283875
0.4594445526599884,0.7627142071723938,0.707353413105011,0.775573194026947
0.44910338521003723,0.7677512168884277,0.7118150591850281,0.7792920470237732
0.4404853582382202,0.772072434425354,0.7154150605201721,0.7824081778526306
0.4332696795463562,0.7758111357688904,0.7184306979179382,0.7850669026374817
0.4272005259990692,0.7790535688400269,0.7209745049476624,0.7873595356941223
0.4220716655254364,0.7818649411201477,0.7229796648025513,0.7893127799034119
0.4177192151546478,0.7843064665794373,0.7245543003082275,0.7910037040710449
0.4140112102031708,0.7864313125610352,0.7259150147438049,0.7924644351005554
0.4108400046825409,0.788284182548523,0.7270632386207581,0.7937434911727905
0.40811723470687866,0.789906919002533,0.7280334830284119,0.7948682904243469
0.4057701826095581,0.7913333177566528,0.7288345098495483,0.795868992805481
0.403739333152771,0.7925900816917419,0.7295608520507812,0.7967628240585327
0.4019748568534851,0.7937039732933044,0.7301784753799438,0.7975665330886841
0.40043559670448303,0.7946937084197998,0.7307087779045105,0.7982897758483887
0.39908766746520996,0.7955750823020935,0.7312006950378418,0.7989447712898254
0.3979029953479767,0.7963658571243286,0.7316354513168335,0.7995424270629883
0.3968571722507477,0.7970803380012512,0.7320261001586914,0.8000927567481995
0.39593061804771423,0.7977275848388672,0.7323691844940186,0.8006003499031067
0.39510631561279297,0.7983169555664062,0.7326839566230774,0.8010697364807129
0.3943697214126587,0.7988581657409668,0.7329656481742859,0.801509439945221
0.3937089145183563,0.7993611693382263,0.7332274913787842,0.8019237518310547
0.39311322569847107,0.7998248934745789,0.7335072159767151,0.8023130893707275
0.39257365465164185,0.8002618551254272,0.7337428331375122,0.8026846647262573
0.3920821249485016,0.8006742000579834,0.7339767813682556,0.8030405640602112
0.3916316032409668,0.8010685443878174,0.7342044115066528,0.8033843040466309
0.3912161588668823,0.8014476299285889,0.7344503998756409,0.8037183284759521
0.3908310830593109,0.801813542842865,0.7346671223640442,0.8040420413017273
0.39047178626060486,0.8021690845489502,0.734906792640686,0.804357647895813
0.39013412594795227,0.802517294883728,0.735183596611023,0.8046672344207764
0.38981473445892334,0.8028602004051208,0.7354662418365479,0.8049713373184204
0.3895106911659241,0.8031987547874451,0.7357765436172485,0.8052703142166138
0.38921982049942017,0.8035350441932678,0.7360745072364807,0.8055652379989624
0.3889402151107788,0.8038700819015503,0.7363796830177307,0.8058565855026245
0.3886703848838806,0.8042013645172119,0.7367051243782043,0.8061425089836121
0.3884091079235077,0.804532527923584,0.7370030879974365,0.8064248561859131
0.3881552815437317,0.8048624396324158,0.7373166084289551,0.8067025542259216
0.38790813088417053,0.8051939606666565,0.7376299500465393,0.8069782257080078
0.38766658306121826,0.8055239915847778,0.7379617691040039,0.8072482943534851
0.38743001222610474,0.8058571815490723,0.738290011882782,0.8075165152549744
0.387197881937027,0.8061895370483398,0.7385883927345276,0.8077809810638428
0.38696950674057007,0.8065249919891357,0.7388958930969238,0.8080429434776306
0.3867444694042206,0.806860089302063,0.7391998767852783,0.8083015084266663
0.38652223348617554,0.8071991205215454,0.7395018339157104,0.8085590600967407
0.3863021433353424,0.8075398802757263,0.7398057579994202,0.808813214302063
0.3860836625099182,0.807883620262146,0.7401158809661865,0.809066891670227
0.38586631417274475,0.8082324862480164,0.7404587268829346,0.8093198537826538
0.38564935326576233,0.8085847496986389,0.7407661080360413,0.8095727562904358
0.3854321539402008,0.8089399933815002,0.7410792112350464,0.8098254203796387
0.38521435856819153,0.8093032836914062,0.7414011359214783,0.8100801110267639
0.3849951922893524,0.8096719980239868,0.7416813373565674,0.810335099697113
0.38477396965026855,0.8100476264953613,0.7419669032096863,0.8105931282043457
0.3845498859882355,0.8104326725006104,0.7422814965248108,0.8108541369438171
0.3843221068382263,0.8108266592025757,0.742608368396759,0.811118483543396
0.38408970832824707,0.8112329840660095,0.7429244518280029,0.811388373374939
0.38385218381881714,0.8116488456726074,0.7432127594947815,0.8116613626480103
0.3836093544960022,0.8120766878128052,0.7435142397880554,0.8119385242462158
0.3833608627319336,0.8125171661376953,0.7438184022903442,0.8122198581695557
0.3831065595149994,0.8129691481590271,0.7441530823707581,0.8125046491622925
0.38284632563591003,0.813433051109314,0.7444750070571899,0.8127927780151367
0.38257986307144165,0.8139075040817261,0.7447786927223206,0.8130831718444824
0.3823073208332062,0.8143935203552246,0.7450993061065674,0.8133756518363953
0.3820285201072693,0.8148921132087708,0.7454110383987427,0.8136721849441528
0.38174372911453247,0.8153989315032959,0.7456992268562317,0.8139690160751343
0.38145315647125244,0.8159142732620239,0.7459636330604553,0.81426602602005
0.38115742802619934,0.8164388537406921,0.7462478876113892,0.8145642280578613
0.38085702061653137,0.8169689178466797,0.7465533018112183,0.8148613572120667
0.38055235147476196,0.8175027966499329,0.7468138933181763,0.8151573538780212
0.38024386763572693,0.8180409073829651,0.747076690196991,0.8154518604278564
0.3799322545528412,0.818580150604248,0.7473337650299072,0.8157427906990051
0.3796183168888092,0.8191198110580444,0.7475776076316833,0.816031277179718
0.3793027698993683,0.819656491279602,0.747779905796051,0.8163150548934937
0.3789865970611572,0.8201897740364075,0.7479965686798096,0.816594660282135
0.3786706328392029,0.8207171559333801,0.7482083439826965,0.8168678283691406
0.37835586071014404,0.8212369680404663,0.7483965754508972,0.817135214805603
0.3780432343482971,0.8217469453811646,0.7485664486885071,0.8173953890800476
0.37773385643959045,0.8222458958625793,0.7487146854400635,0.8176465630531311
0.377428263425827,0.8227323293685913,0.7488517761230469,0.8178894519805908
0.377127468585968,0.8232057094573975,0.7490023970603943,0.8181250095367432
0.37683218717575073,0.823664665222168,0.7491542100906372,0.8183523416519165
0.37654298543930054,0.8241081237792969,0.7492805123329163,0.8185702562332153
0.3762606382369995,0.8245349526405334,0.7494053840637207,0.8187787532806396
0.37598559260368347,0.8249463438987732,0.7495284676551819,0.8189798593521118
0.37571823596954346,0.8253388404846191,0.7496547698974609,0.8191689252853394
0.37545910477638245,0.8257149457931519,0.7497893571853638,0.8193497061729431
0.37520831823349,0.8260728120803833,0.7498937249183655,0.8195218443870544
0.37496617436408997,0.8264135122299194,0.7499946355819702,0.8196846842765808
0.37473294138908386,0.8267374634742737,0.7500854730606079,0.8198395371437073
0.37450873851776123,0.8270440101623535,0.7501621842384338,0.8199852705001831
0.37429335713386536,0.8273330926895142,0.750231146812439,0.8201230764389038
0.374086856842041,0.8276068568229675,0.7503306865692139,0.8202525973320007
0.37388908863067627,0.8278635740280151,0.7503858208656311,0.8203751444816589
0.3737000524997711,0.8281053304672241,0.7504480481147766,0.8204898238182068
0.3735196888446808,0.8283324837684631,0.7505025267601013,0.820598304271698
0.37334778904914856,0.8285455107688904,0.7505703568458557,0.8206997513771057
0.3731839954853058,0.8287450671195984,0.7506304383277893,0.8207945227622986
0.3730281591415405,0.8289315700531006,0.750679075717926,0.8208842277526855
0.3728800415992737,0.8291066884994507,0.7507392168045044,0.8209684491157532
0.372739315032959,0.8292705416679382,0.750786304473877,0.8210471272468567
0.37260574102401733,0.8294222354888916,0.750830352306366,0.8211202025413513
0.3724788725376129,0.8295648694038391,0.7508766651153564,0.8211896419525146
0.3723587393760681,0.8296982049942017,0.750919759273529,0.8212542533874512
0.37224501371383667,0.8298215270042419,0.750966489315033,0.82131427526474
0.37213706970214844,0.8299382925033569,0.7510066032409668,0.8213711977005005
0.3720347285270691,0.8300467133522034,0.7510397434234619,0.8214244246482849
0.3719376027584076,0.8301489353179932,0.7510693073272705,0.8214752078056335
0.3718450963497162,0.8302454948425293,0.7511159181594849,0.8215237259864807
0.3717571794986725,0.8303355574607849,0.7511592507362366,0.8215687274932861
0.371673583984375,0.8304204344749451,0.7511889934539795,0.8216115236282349
0.3715943694114685,0.8304988741874695,0.7512131929397583,0.8216507434844971
0.3715193271636963,0.8305741548538208,0.751242995262146,0.8216898441314697
0.37144795060157776,0.8306446671485901,0.7512754201889038,0.8217260837554932
0.3713800311088562,0.8307112455368042,0.7512954473495483,0.8217606544494629
0.3713153004646301,0.8307749032974243,0.7513211965560913,0.8217931389808655
0.37125343084335327,0.8308343291282654,0.7513404488563538,0.8218242526054382
0.3711943030357361,0.8308926224708557,0.7513618469238281,0.8218551278114319
0.3711376488208771,0.8309469223022461,0.7513864040374756,0.8218834400177002
