Loss,AUC,F1-Score,PR-AUC
0.6760832071304321,0.672139585018158,0.6352784633636475,0.7025100588798523
0.5814910531044006,0.7273111939430237,0.6776061058044434,0.7475359439849854
0.520858883857727,0.7556353807449341,0.7002556920051575,0.7688267230987549
0.48361778259277344,0.771077036857605,0.7138193845748901,0.7793610095977783
0.45946648716926575,0.7801355719566345,0.7224012613296509,0.7847751975059509
0.44284769892692566,0.7857538461685181,0.7271882891654968,0.787730872631073
0.43083956837654114,0.7894319295883179,0.7297549247741699,0.7895291447639465
0.4218689799308777,0.7919728755950928,0.7311702370643616,0.7908185124397278
0.41504576802253723,0.7938312292098999,0.7319498062133789,0.7919096946716309
0.40980833768844604,0.7952660322189331,0.7324400544166565,0.7929403781890869
0.4057607054710388,0.79642653465271,0.7327604293823242,0.7939769625663757
0.4026079773902893,0.797409176826477,0.7330150604248047,0.7950642704963684
0.40012264251708984,0.7982733845710754,0.7332273125648499,0.7961775660514832
0.3981328308582306,0.79906165599823,0.7334375977516174,0.797304630279541
0.39651036262512207,0.7998046875,0.7337087392807007,0.7984471321105957
0.3951576352119446,0.8005354404449463,0.7340052723884583,0.7995432615280151
0.3939994275569916,0.8012722730636597,0.7343614101409912,0.8006249666213989
0.39297792315483093,0.8020392656326294,0.7348064184188843,0.8016834259033203
0.3920494019985199,0.8028460741043091,0.7353712916374207,0.8027188181877136
0.39118191599845886,0.8037024736404419,0.7361071109771729,0.8037334084510803
0.3903532326221466,0.8046184182167053,0.7369077801704407,0.8047293424606323
0.3895489573478699,0.8055859804153442,0.7377783060073853,0.8056997656822205
0.38876068592071533,0.8066052198410034,0.7386862635612488,0.8066469430923462
0.3879842758178711,0.8076674342155457,0.7396295666694641,0.8075677752494812
0.38721826672554016,0.8087674379348755,0.7405765652656555,0.8084641695022583
0.3864630460739136,0.8098925948143005,0.741476833820343,0.8093315958976746
0.3857198655605316,0.8110352754592896,0.7423210144042969,0.8101718425750732
0.3849903643131256,0.812181830406189,0.7431053519248962,0.8109797835350037
0.38427630066871643,0.8133267760276794,0.7438290119171143,0.8117572069168091
0.383579283952713,0.8144561052322388,0.7445207834243774,0.8125010132789612
0.38290077447891235,0.8155629634857178,0.7451441884040833,0.8132086396217346
0.3822419047355652,0.8166400790214539,0.7457422018051147,0.8138817548751831
0.3816036283969879,0.8176797032356262,0.7462514042854309,0.8145189881324768
0.38098660111427307,0.8186782002449036,0.7467366456985474,0.8151199817657471
0.38039132952690125,0.81963050365448,0.747201144695282,0.8156850337982178
0.37981802225112915,0.82053542137146,0.7476063966751099,0.8162167072296143
0.3792667090892792,0.821387767791748,0.7479403614997864,0.8167133927345276
0.3787371516227722,0.8221918344497681,0.7482550144195557,0.8171802759170532
0.37822917103767395,0.8229466080665588,0.7485733032226562,0.8176175355911255
0.3777422308921814,0.8236530423164368,0.7488325834274292,0.8180271983146667
0.3772757947444916,0.8243120312690735,0.7490736842155457,0.8184099793434143
0.3768291473388672,0.8249282240867615,0.7492995858192444,0.8187694549560547
0.3764016032218933,0.8255015015602112,0.7494997978210449,0.8191068768501282
0.3759923577308655,0.8260365128517151,0.7497122883796692,0.819424033164978
0.3756006062030792,0.8265349268913269,0.7498965263366699,0.8197218179702759
0.3752255439758301,0.8270004391670227,0.7500891089439392,0.8200032711029053
0.3748663067817688,0.8274359703063965,0.75026935338974,0.8202685117721558
0.37452206015586853,0.8278430700302124,0.7504384517669678,0.8205183744430542
0.3741920292377472,0.8282248973846436,0.7505953311920166,0.8207558989524841
0.3738754391670227,0.8285847902297974,0.7507533431053162,0.8209801316261292
0.3735715448856354,0.8289222717285156,0.7509291768074036,0.8211933970451355
0.3732796907424927,0.8292416930198669,0.7510700821876526,0.821395754814148
0.3729991316795349,0.829543948173523,0.7512269616127014,0.8215884566307068
0.3727293312549591,0.8298309445381165,0.7514024972915649,0.8217720985412598
0.37246960401535034,0.8301036953926086,0.7515624761581421,0.8219472169876099
0.372219443321228,0.8303633332252502,0.7517163157463074,0.8221140503883362
0.37197837233543396,0.830612063407898,0.7518622875213623,0.8222740888595581
0.37174585461616516,0.8308484554290771,0.7519754767417908,0.8224262595176697
0.3715214431285858,0.8310763239860535,0.7520813941955566,0.8225730061531067
0.3713047504425049,0.8312940001487732,0.7521959543228149,0.8227124810218811
0.37109532952308655,0.8315034508705139,0.7523285150527954,0.8228471875190735
0.3708929717540741,0.8317047357559204,0.7524518966674805,0.8229761123657227
0.37069717049598694,0.8318984508514404,0.7525678873062134,0.8230993747711182
0.37050774693489075,0.8320843577384949,0.7526756525039673,0.8232185244560242
0.37032437324523926,0.8322640061378479,0.7527886033058167,0.8233324289321899
0.370146781206131,0.832436740398407,0.752891480922699,0.8234423398971558
0.3699747622013092,0.8326010704040527,0.7530020475387573,0.8235466480255127
0.36980804800987244,0.8327613472938538,0.7531079053878784,0.8236485719680786
0.36964648962020874,0.8329142332077026,0.753200888633728,0.8237450122833252
